DexNum,TM_HM,Move_Name,Type
80,TM29,Psychic,Psychic
92,TM29,Psychic,Psychic
93,TM29,Psychic,Psychic
94,TM29,Psychic,Psychic
96,TM29,Psychic,Psychic
97,TM29,Psychic,Psychic
102,TM29,Psychic,Psychic
103,TM29,Psychic,Psychic
113,TM29,Psychic,Psychic
120,TM29,Psychic,Psychic
121,TM29,Psychic,Psychic
122,TM29,Psychic,Psychic
124,TM29,Psychic,Psychic
125,TM29,Psychic,Psychic
126,TM29,Psychic,Psychic
131,TM29,Psychic,Psychic
137,TM29,Psychic,Psychic
143,TM29,Psychic,Psychic
150,TM29,Psychic,Psychic
151,TM29,Psychic,Psychic
12,TM30,Teleport,Psychic
35,TM30,Teleport,Psychic
36,TM30,Teleport,Psychic
39,TM30,Teleport,Psychic
40,TM30,Teleport,Psychic
49,TM30,Teleport,Psychic
59,TM30,Teleport,Psychic
63,TM30,Teleport,Psychic
64,TM30,Teleport,Psychic
65,TM30,Teleport,Psychic
79,TM30,Teleport,Psychic
80,TM30,Teleport,Psychic
81,TM30,Teleport,Psychic
82,TM30,Teleport,Psychic
90,TM30,Teleport,Psychic
91,TM30,Teleport,Psychic
96,TM30,Teleport,Psychic
97,TM30,Teleport,Psychic
100,TM30,Teleport,Psychic
101,TM30,Teleport,Psychic
102,TM30,Teleport,Psychic
103,TM30,Teleport,Psychic
113,TM30,Teleport,Psychic
120,TM30,Teleport,Psychic
121,TM30,Teleport,Psychic
122,TM30,Teleport,Psychic
124,TM30,Teleport,Psychic
125,TM30,Teleport,Psychic
126,TM30,Teleport,Psychic
137,TM30,Teleport,Psychic
150,TM30,Teleport,Psychic
151,TM30,Teleport,Psychic
1,TM31,Mimic,Normal
2,TM31,Mimic,Normal
3,TM31,Mimic,Normal
4,TM31,Mimic,Normal
5,TM31,Mimic,Normal
6,TM31,Mimic,Normal
7,TM31,Mimic,Normal
8,TM31,Mimic,Normal
9,TM31,Mimic,Normal
12,TM31,Mimic,Normal
15,TM31,Mimic,Normal
16,TM31,Mimic,Normal
17,TM31,Mimic,Normal
18,TM31,Mimic,Normal
19,TM31,Mimic,Normal
20,TM31,Mimic,Normal
21,TM31,Mimic,Normal
22,TM31,Mimic,Normal
23,TM31,Mimic,Normal
24,TM31,Mimic,Normal
25,TM31,Mimic,Normal
26,TM31,Mimic,Normal
27,TM31,Mimic,Normal
28,TM31,Mimic,Normal
29,TM31,Mimic,Normal
30,TM31,Mimic,Normal
31,TM31,Mimic,Normal
32,TM31,Mimic,Normal
33,TM31,Mimic,Normal
34,TM31,Mimic,Normal
35,TM31,Mimic,Normal
36,TM31,Mimic,Normal
37,TM31,Mimic,Normal
38,TM31,Mimic,Normal
39,TM31,Mimic,Normal
40,TM31,Mimic,Normal
41,TM31,Mimic,Normal
42,TM31,Mimic,Normal
43,TM31,Mimic,Normal
44,TM31,Mimic,Normal
45,TM31,Mimic,Normal
46,TM31,Mimic,Normal
47,TM31,Mimic,Normal
48,TM31,Mimic,Normal
49,TM31,Mimic,Normal
50,TM31,Mimic,Normal
51,TM31,Mimic,Normal
52,TM31,Mimic,Normal
53,TM31,Mimic,Normal
54,TM31,Mimic,Normal
55,TM31,Mimic,Normal
56,TM31,Mimic,Normal
57,TM31,Mimic,Normal
58,TM31,Mimic,Normal
59,TM31,Mimic,Normal
60,TM31,Mimic,Normal
61,TM31,Mimic,Normal
62,TM31,Mimic,Normal
63,TM31,Mimic,Normal
64,TM31,Mimic,Normal
65,TM31,Mimic,Normal
66,TM31,Mimic,Normal
67,TM31,Mimic,Normal
68,TM31,Mimic,Normal
69,TM31,Mimic,Normal
70,TM31,Mimic,Normal
71,TM31,Mimic,Normal
72,TM31,Mimic,Normal
73,TM31,Mimic,Normal
74,TM31,Mimic,Normal
75,TM31,Mimic,Normal
76,TM31,Mimic,Normal
77,TM31,Mimic,Normal
78,TM31,Mimic,Normal
79,TM31,Mimic,Normal
80,TM31,Mimic,Normal
81,TM31,Mimic,Normal
82,TM31,Mimic,Normal
83,TM31,Mimic,Normal
84,TM31,Mimic,Normal
85,TM31,Mimic,Normal
86,TM31,Mimic,Normal
87,TM31,Mimic,Normal
88,TM31,Mimic,Normal
89,TM31,Mimic,Normal
90,TM31,Mimic,Normal
91,TM31,Mimic,Normal
92,TM31,Mimic,Normal
93,TM31,Mimic,Normal
94,TM31,Mimic,Normal
95,TM31,Mimic,Normal
96,TM31,Mimic,Normal
97,TM31,Mimic,Normal
98,TM31,Mimic,Normal
99,TM31,Mimic,Normal
100,TM31,Mimic,Normal
101,TM31,Mimic,Normal
102,TM31,Mimic,Normal
103,TM31,Mimic,Normal
104,TM31,Mimic,Normal
105,TM31,Mimic,Normal
106,TM31,Mimic,Normal
107,TM31,Mimic,Normal
108,TM31,Mimic,Normal
109,TM31,Mimic,Normal
110,TM31,Mimic,Normal
111,TM31,Mimic,Normal
112,TM31,Mimic,Normal
113,TM31,Mimic,Normal
114,TM31,Mimic,Normal
115,TM31,Mimic,Normal
116,TM31,Mimic,Normal
117,TM31,Mimic,Normal
118,TM31,Mimic,Normal
119,TM31,Mimic,Normal
120,TM31,Mimic,Normal
121,TM31,Mimic,Normal
122,TM31,Mimic,Normal
123,TM31,Mimic,Normal
124,TM31,Mimic,Normal
125,TM31,Mimic,Normal
126,TM31,Mimic,Normal
127,TM31,Mimic,Normal
128,TM31,Mimic,Normal
130,TM31,Mimic,Normal
131,TM31,Mimic,Normal
133,TM31,Mimic,Normal
134,TM31,Mimic,Normal
135,TM31,Mimic,Normal
136,TM31,Mimic,Normal
137,TM31,Mimic,Normal
138,TM31,Mimic,Normal
139,TM31,Mimic,Normal
140,TM31,Mimic,Normal
141,TM31,Mimic,Normal
142,TM31,Mimic,Normal
143,TM31,Mimic,Normal
144,TM31,Mimic,Normal
145,TM31,Mimic,Normal
146,TM31,Mimic,Normal
147,TM31,Mimic,Normal
148,TM31,Mimic,Normal
149,TM31,Mimic,Normal
150,TM31,Mimic,Normal
151,TM31,Mimic,Normal
1,TM32,Double Team,Normal
2,TM32,Double Team,Normal
3,TM32,Double Team,Normal
4,TM32,Double Team,Normal
5,TM32,Double Team,Normal
6,TM32,Double Team,Normal
7,TM32,Double Team,Normal
8,TM32,Double Team,Normal
9,TM32,Double Team,Normal
12,TM32,Double Team,Normal
15,TM32,Double Team,Normal
16,TM32,Double Team,Normal
17,TM32,Double Team,Normal
18,TM32,Double Team,Normal
19,TM32,Double Team,Normal
20,TM32,Double Team,Normal
21,TM32,Double Team,Normal
22,TM32,Double Team,Normal
23,TM32,Double Team,Normal
24,TM32,Double Team,Normal
25,TM32,Double Team,Normal
26,TM32,Double Team,Normal
27,TM32,Double Team,Normal
28,TM32,Double Team,Normal
29,TM32,Double Team,Normal
30,TM32,Double Team,Normal
31,TM32,Double Team,Normal
32,TM32,Double Team,Normal
33,TM32,Double Team,Normal
34,TM32,Double Team,Normal
35,TM32,Double Team,Normal
36,TM32,Double Team,Normal
37,TM32,Double Team,Normal
38,TM32,Double Team,Normal
39,TM32,Double Team,Normal
40,TM32,Double Team,Normal
41,TM32,Double Team,Normal
42,TM32,Double Team,Normal
43,TM32,Double Team,Normal
44,TM32,Double Team,Normal
45,TM32,Double Team,Normal
46,TM32,Double Team,Normal
47,TM32,Double Team,Normal
48,TM32,Double Team,Normal
49,TM32,Double Team,Normal
50,TM32,Double Team,Normal
51,TM32,Double Team,Normal
52,TM32,Double Team,Normal
53,TM32,Double Team,Normal
54,TM32,Double Team,Normal
55,TM32,Double Team,Normal
56,TM32,Double Team,Normal
57,TM32,Double Team,Normal
58,TM32,Double Team,Normal
59,TM32,Double Team,Normal
60,TM32,Double Team,Normal
61,TM32,Double Team,Normal
62,TM32,Double Team,Normal
63,TM32,Double Team,Normal
64,TM32,Double Team,Normal
65,TM32,Double Team,Normal
66,TM32,Double Team,Normal
67,TM32,Double Team,Normal
68,TM32,Double Team,Normal
69,TM32,Double Team,Normal
70,TM32,Double Team,Normal
71,TM32,Double Team,Normal
72,TM32,Double Team,Normal
73,TM32,Double Team,Normal
74,TM32,Double Team,Normal
75,TM32,Double Team,Normal
76,TM32,Double Team,Normal
77,TM32,Double Team,Normal
78,TM32,Double Team,Normal
79,TM32,Double Team,Normal
80,TM32,Double Team,Normal
81,TM32,Double Team,Normal
82,TM32,Double Team,Normal
83,TM32,Double Team,Normal
84,TM32,Double Team,Normal
85,TM32,Double Team,Normal
86,TM32,Double Team,Normal
87,TM32,Double Team,Normal
88,TM32,Double Team,Normal
89,TM32,Double Team,Normal
90,TM32,Double Team,Normal
91,TM32,Double Team,Normal
92,TM32,Double Team,Normal
93,TM32,Double Team,Normal
94,TM32,Double Team,Normal
95,TM32,Double Team,Normal
96,TM32,Double Team,Normal
97,TM32,Double Team,Normal
98,TM32,Double Team,Normal
99,TM32,Double Team,Normal
100,TM32,Double Team,Normal
101,TM32,Double Team,Normal
102,TM32,Double Team,Normal
103,TM32,Double Team,Normal
104,TM32,Double Team,Normal
105,TM32,Double Team,Normal
106,TM32,Double Team,Normal
107,TM32,Double Team,Normal
108,TM32,Double Team,Normal
109,TM32,Double Team,Normal
110,TM32,Double Team,Normal
111,TM32,Double Team,Normal
112,TM32,Double Team,Normal
113,TM32,Double Team,Normal
114,TM32,Double Team,Normal
115,TM32,Double Team,Normal
116,TM32,Double Team,Normal
117,TM32,Double Team,Normal
118,TM32,Double Team,Normal
119,TM32,Double Team,Normal
120,TM32,Double Team,Normal
121,TM32,Double Team,Normal
122,TM32,Double Team,Normal
123,TM32,Double Team,Normal
124,TM32,Double Team,Normal
125,TM32,Double Team,Normal
126,TM32,Double Team,Normal
127,TM32,Double Team,Normal
128,TM32,Double Team,Normal
130,TM32,Double Team,Normal
131,TM32,Double Team,Normal
133,TM32,Double Team,Normal
134,TM32,Double Team,Normal
135,TM32,Double Team,Normal
136,TM32,Double Team,Normal
137,TM32,Double Team,Normal
138,TM32,Double Team,Normal
139,TM32,Double Team,Normal
140,TM32,Double Team,Normal
141,TM32,Double Team,Normal
142,TM32,Double Team,Normal
143,TM32,Double Team,Normal
144,TM32,Double Team,Normal
145,TM32,Double Team,Normal
146,TM32,Double Team,Normal
147,TM32,Double Team,Normal
148,TM32,Double Team,Normal
149,TM32,Double Team,Normal
150,TM32,Double Team,Normal
151,TM32,Double Team,Normal
1,TM33,Reflect,Psychic
2,TM33,Reflect,Psychic
3,TM33,Reflect,Psychic
4,TM33,Reflect,Psychic
5,TM33,Reflect,Psychic
6,TM33,Reflect,Psychic
7,TM33,Reflect,Psychic
8,TM33,Reflect,Psychic
9,TM33,Reflect,Psychic
12,TM33,Reflect,Psychic
15,TM33,Reflect,Psychic
16,TM33,Reflect,Psychic
17,TM33,Reflect,Psychic
18,TM33,Reflect,Psychic
25,TM33,Reflect,Psychic
26,TM33,Reflect,Psychic
29,TM33,Reflect,Psychic
30,TM33,Reflect,Psychic
31,TM33,Reflect,Psychic
32,TM33,Reflect,Psychic
33,TM33,Reflect,Psychic
34,TM33,Reflect,Psychic
35,TM33,Reflect,Psychic
36,TM33,Reflect,Psychic
37,TM33,Reflect,Psychic
38,TM33,Reflect,Psychic
39,TM33,Reflect,Psychic
40,TM33,Reflect,Psychic
43,TM33,Reflect,Psychic
44,TM33,Reflect,Psychic
45,TM33,Reflect,Psychic
46,TM33,Reflect,Psychic
47,TM33,Reflect,Psychic
48,TM33,Reflect,Psychic
49,TM33,Reflect,Psychic
58,TM33,Reflect,Psychic
59,TM33,Reflect,Psychic
63,TM33,Reflect,Psychic
64,TM33,Reflect,Psychic
65,TM33,Reflect,Psychic
69,TM33,Reflect,Psychic
70,TM33,Reflect,Psychic
71,TM33,Reflect,Psychic
72,TM33,Reflect,Psychic
73,TM33,Reflect,Psychic
77,TM33,Reflect,Psychic
78,TM33,Reflect,Psychic
79,TM33,Reflect,Psychic
80,TM33,Reflect,Psychic
81,TM33,Reflect,Psychic
82,TM33,Reflect,Psychic
83,TM33,Reflect,Psychic
84,TM33,Reflect,Psychic
85,TM33,Reflect,Psychic
90,TM33,Reflect,Psychic
91,TM33,Reflect,Psychic
96,TM33,Reflect,Psychic
97,TM33,Reflect,Psychic
100,TM33,Reflect,Psychic
101,TM33,Reflect,Psychic
102,TM33,Reflect,Psychic
103,TM33,Reflect,Psychic
113,TM33,Reflect,Psychic
120,TM33,Reflect,Psychic
121,TM33,Reflect,Psychic
122,TM33,Reflect,Psychic
124,TM33,Reflect,Psychic
125,TM33,Reflect,Psychic
130,TM33,Reflect,Psychic
131,TM33,Reflect,Psychic
133,TM33,Reflect,Psychic
134,TM33,Reflect,Psychic
135,TM33,Reflect,Psychic
136,TM33,Reflect,Psychic
137,TM33,Reflect,Psychic
138,TM33,Reflect,Psychic
139,TM33,Reflect,Psychic
140,TM33,Reflect,Psychic
141,TM33,Reflect,Psychic
142,TM33,Reflect,Psychic
143,TM33,Reflect,Psychic
144,TM33,Reflect,Psychic
145,TM33,Reflect,Psychic
146,TM33,Reflect,Psychic
147,TM33,Reflect,Psychic
148,TM33,Reflect,Psychic
149,TM33,Reflect,Psychic
150,TM33,Reflect,Psychic
151,TM33,Reflect,Psychic
1,TM34,Bide,Normal
2,TM34,Bide,Normal
3,TM34,Bide,Normal
4,TM34,Bide,Normal
5,TM34,Bide,Normal
6,TM34,Bide,Normal
7,TM34,Bide,Normal
8,TM34,Bide,Normal
9,TM34,Bide,Normal
12,TM34,Bide,Normal
15,TM34,Bide,Normal
16,TM34,Bide,Normal
17,TM34,Bide,Normal
18,TM34,Bide,Normal
19,TM34,Bide,Normal
20,TM34,Bide,Normal
21,TM34,Bide,Normal
22,TM34,Bide,Normal
23,TM34,Bide,Normal
24,TM34,Bide,Normal
25,TM34,Bide,Normal
26,TM34,Bide,Normal
27,TM34,Bide,Normal
28,TM34,Bide,Normal
29,TM34,Bide,Normal
30,TM34,Bide,Normal
31,TM34,Bide,Normal
32,TM34,Bide,Normal
33,TM34,Bide,Normal
34,TM34,Bide,Normal
35,TM34,Bide,Normal
36,TM34,Bide,Normal
37,TM34,Bide,Normal
38,TM34,Bide,Normal
39,TM34,Bide,Normal
40,TM34,Bide,Normal
41,TM34,Bide,Normal
42,TM34,Bide,Normal
43,TM34,Bide,Normal
44,TM34,Bide,Normal
45,TM34,Bide,Normal
46,TM34,Bide,Normal
47,TM34,Bide,Normal
48,TM34,Bide,Normal
49,TM34,Bide,Normal
50,TM34,Bide,Normal
51,TM34,Bide,Normal
52,TM34,Bide,Normal
53,TM34,Bide,Normal
54,TM34,Bide,Normal
55,TM34,Bide,Normal
56,TM34,Bide,Normal
57,TM34,Bide,Normal
58,TM34,Bide,Normal
59,TM34,Bide,Normal
60,TM34,Bide,Normal
61,TM34,Bide,Normal
62,TM34,Bide,Normal
63,TM34,Bide,Normal
64,TM34,Bide,Normal
65,TM34,Bide,Normal
66,TM34,Bide,Normal
67,TM34,Bide,Normal
68,TM34,Bide,Normal
69,TM34,Bide,Normal
70,TM34,Bide,Normal
71,TM34,Bide,Normal
72,TM34,Bide,Normal
73,TM34,Bide,Normal
74,TM34,Bide,Normal
75,TM34,Bide,Normal
76,TM34,Bide,Normal
77,TM34,Bide,Normal
78,TM34,Bide,Normal
79,TM34,Bide,Normal
80,TM34,Bide,Normal
81,TM34,Bide,Normal
82,TM34,Bide,Normal
83,TM34,Bide,Normal
84,TM34,Bide,Normal
85,TM34,Bide,Normal
86,TM34,Bide,Normal
87,TM34,Bide,Normal
88,TM34,Bide,Normal
89,TM34,Bide,Normal
90,TM34,Bide,Normal
91,TM34,Bide,Normal
92,TM34,Bide,Normal
93,TM34,Bide,Normal
94,TM34,Bide,Normal
95,TM34,Bide,Normal
96,TM34,Bide,Normal
97,TM34,Bide,Normal
98,TM34,Bide,Normal
99,TM34,Bide,Normal
100,TM34,Bide,Normal
101,TM34,Bide,Normal
102,TM34,Bide,Normal
103,TM34,Bide,Normal
104,TM34,Bide,Normal
105,TM34,Bide,Normal
106,TM34,Bide,Normal
107,TM34,Bide,Normal
108,TM34,Bide,Normal
109,TM34,Bide,Normal
110,TM34,Bide,Normal
111,TM34,Bide,Normal
112,TM34,Bide,Normal
113,TM34,Bide,Normal
114,TM34,Bide,Normal
115,TM34,Bide,Normal
116,TM34,Bide,Normal
117,TM34,Bide,Normal
118,TM34,Bide,Normal
119,TM34,Bide,Normal
120,TM34,Bide,Normal
121,TM34,Bide,Normal
122,TM34,Bide,Normal
123,TM34,Bide,Normal
124,TM34,Bide,Normal
125,TM34,Bide,Normal
126,TM34,Bide,Normal
127,TM34,Bide,Normal
128,TM34,Bide,Normal
130,TM34,Bide,Normal
131,TM34,Bide,Normal
133,TM34,Bide,Normal
134,TM34,Bide,Normal
135,TM34,Bide,Normal
136,TM34,Bide,Normal
137,TM34,Bide,Normal
138,TM34,Bide,Normal
139,TM34,Bide,Normal
140,TM34,Bide,Normal
141,TM34,Bide,Normal
142,TM34,Bide,Normal
143,TM34,Bide,Normal
144,TM34,Bide,Normal
145,TM34,Bide,Normal
146,TM34,Bide,Normal
147,TM34,Bide,Normal
148,TM34,Bide,Normal
149,TM34,Bide,Normal
150,TM34,Bide,Normal
151,TM34,Bide,Normal
35,TM35,Metronome,Normal
36,TM35,Metronome,Normal
56,TM35,Metronome,Normal
57,TM35,Metronome,Normal
61,TM35,Metronome,Normal
62,TM35,Metronome,Normal
63,TM35,Metronome,Normal
64,TM35,Metronome,Normal
65,TM35,Metronome,Normal
66,TM35,Metronome,Normal
67,TM35,Metronome,Normal
68,TM35,Metronome,Normal
74,TM35,Metronome,Normal
75,TM35,Metronome,Normal
76,TM35,Metronome,Normal
94,TM35,Metronome,Normal
96,TM35,Metronome,Normal
97,TM35,Metronome,Normal
106,TM35,Metronome,Normal
107,TM35,Metronome,Normal
113,TM35,Metronome,Normal
122,TM35,Metronome,Normal
124,TM35,Metronome,Normal
125,TM35,Metronome,Normal
126,TM35,Metronome,Normal
143,TM35,Metronome,Normal
150,TM35,Metronome,Normal
151,TM35,Metronome,Normal
74,TM36,Self-Destruct,Normal
75,TM36,Self-Destruct,Normal
76,TM36,Self-Destruct,Normal
88,TM36,Self-Destruct,Normal
89,TM36,Self-Destruct,Normal
90,TM36,Self-Destruct,Normal
91,TM36,Self-Destruct,Normal
92,TM36,Self-Destruct,Normal
93,TM36,Self-Destruct,Normal
94,TM36,Self-Destruct,Normal
95,TM36,Self-Destruct,Normal
100,TM36,Self-Destruct,Normal
101,TM36,Self-Destruct,Normal
102,TM36,Self-Destruct,Normal
103,TM36,Self-Destruct,Normal
109,TM36,Self-Destruct,Normal
110,TM36,Self-Destruct,Normal
143,TM36,Self-Destruct,Normal
150,TM36,Self-Destruct,Normal
151,TM36,Self-Destruct,Normal
102,TM37,Egg Bomb,Normal
103,TM37,Egg Bomb,Normal
113,TM37,Egg Bomb,Normal
151,TM37,Egg Bomb,Normal
4,TM38,Fire Blast,Fire
5,TM38,Fire Blast,Fire
6,TM38,Fire Blast,Fire
31,TM38,Fire Blast,Fire
34,TM38,Fire Blast,Fire
35,TM38,Fire Blast,Fire
36,TM38,Fire Blast,Fire
37,TM38,Fire Blast,Fire
38,TM38,Fire Blast,Fire
39,TM38,Fire Blast,Fire
40,TM38,Fire Blast,Fire
58,TM38,Fire Blast,Fire
59,TM38,Fire Blast,Fire
66,TM38,Fire Blast,Fire
67,TM38,Fire Blast,Fire
68,TM38,Fire Blast,Fire
74,TM38,Fire Blast,Fire
75,TM38,Fire Blast,Fire
76,TM38,Fire Blast,Fire
77,TM38,Fire Blast,Fire
78,TM38,Fire Blast,Fire
79,TM38,Fire Blast,Fire
80,TM38,Fire Blast,Fire
88,TM38,Fire Blast,Fire
89,TM38,Fire Blast,Fire
104,TM38,Fire Blast,Fire
105,TM38,Fire Blast,Fire
108,TM38,Fire Blast,Fire
109,TM38,Fire Blast,Fire
110,TM38,Fire Blast,Fire
111,TM38,Fire Blast,Fire
112,TM38,Fire Blast,Fire
113,TM38,Fire Blast,Fire
115,TM38,Fire Blast,Fire
126,TM38,Fire Blast,Fire
128,TM38,Fire Blast,Fire
130,TM38,Fire Blast,Fire
136,TM38,Fire Blast,Fire
142,TM38,Fire Blast,Fire
143,TM38,Fire Blast,Fire
146,TM38,Fire Blast,Fire
147,TM38,Fire Blast,Fire
148,TM38,Fire Blast,Fire
149,TM38,Fire Blast,Fire
150,TM38,Fire Blast,Fire
151,TM38,Fire Blast,Fire
4,TM39,Swift,Normal
5,TM39,Swift,Normal
6,TM39,Swift,Normal
12,TM39,Swift,Normal
15,TM39,Swift,Normal
16,TM39,Swift,Normal
17,TM39,Swift,Normal
18,TM39,Swift,Normal
19,TM39,Swift,Normal
20,TM39,Swift,Normal
21,TM39,Swift,Normal
22,TM39,Swift,Normal
25,TM39,Swift,Normal
26,TM39,Swift,Normal
27,TM39,Swift,Normal
28,TM39,Swift,Normal
37,TM39,Swift,Normal
38,TM39,Swift,Normal
41,TM39,Swift,Normal
42,TM39,Swift,Normal
49,TM39,Swift,Normal
52,TM39,Swift,Normal
53,TM39,Swift,Normal
54,TM39,Swift,Normal
55,TM39,Swift,Normal
56,TM39,Swift,Normal
57,TM39,Swift,Normal
58,TM39,Swift,Normal
59,TM39,Swift,Normal
77,TM39,Swift,Normal
78,TM39,Swift,Normal
79,TM39,Swift,Normal
80,TM39,Swift,Normal
81,TM39,Swift,Normal
82,TM39,Swift,Normal
83,TM39,Swift,Normal
90,TM39,Swift,Normal
91,TM39,Swift,Normal
100,TM39,Swift,Normal
101,TM39,Swift,Normal
106,TM39,Swift,Normal
107,TM39,Swift,Normal
116,TM39,Swift,Normal
117,TM39,Swift,Normal
118,TM39,Swift,Normal
119,TM39,Swift,Normal
120,TM39,Swift,Normal
121,TM39,Swift,Normal
123,TM39,Swift,Normal
125,TM39,Swift,Normal
133,TM39,Swift,Normal
134,TM39,Swift,Normal
135,TM39,Swift,Normal
136,TM39,Swift,Normal
137,TM39,Swift,Normal
142,TM39,Swift,Normal
144,TM39,Swift,Normal
145,TM39,Swift,Normal
146,TM39,Swift,Normal
147,TM39,Swift,Normal
148,TM39,Swift,Normal
149,TM39,Swift,Normal
151,TM39,Swift,Normal
4,TM40,Skull Bash,Normal
5,TM40,Skull Bash,Normal
6,TM40,Skull Bash,Normal
7,TM40,Skull Bash,Normal
8,TM40,Skull Bash,Normal
9,TM40,Skull Bash,Normal
15,TM40,Skull Bash,Normal
19,TM40,Skull Bash,Normal
20,TM40,Skull Bash,Normal
23,TM40,Skull Bash,Normal
24,TM40,Skull Bash,Normal
25,TM40,Skull Bash,Normal
26,TM40,Skull Bash,Normal
27,TM40,Skull Bash,Normal
28,TM40,Skull Bash,Normal
29,TM40,Skull Bash,Normal
30,TM40,Skull Bash,Normal
31,TM40,Skull Bash,Normal
32,TM40,Skull Bash,Normal
33,TM40,Skull Bash,Normal
34,TM40,Skull Bash,Normal
35,TM40,Skull Bash,Normal
36,TM40,Skull Bash,Normal
37,TM40,Skull Bash,Normal
38,TM40,Skull Bash,Normal
39,TM40,Skull Bash,Normal
40,TM40,Skull Bash,Normal
46,TM40,Skull Bash,Normal
47,TM40,Skull Bash,Normal
52,TM40,Skull Bash,Normal
53,TM40,Skull Bash,Normal
54,TM40,Skull Bash,Normal
55,TM40,Skull Bash,Normal
56,TM40,Skull Bash,Normal
57,TM40,Skull Bash,Normal
58,TM40,Skull Bash,Normal
59,TM40,Skull Bash,Normal
60,TM40,Skull Bash,Normal
61,TM40,Skull Bash,Normal
62,TM40,Skull Bash,Normal
63,TM40,Skull Bash,Normal
64,TM40,Skull Bash,Normal
65,TM40,Skull Bash,Normal
66,TM40,Skull Bash,Normal
67,TM40,Skull Bash,Normal
68,TM40,Skull Bash,Normal
72,TM40,Skull Bash,Normal
73,TM40,Skull Bash,Normal
77,TM40,Skull Bash,Normal
78,TM40,Skull Bash,Normal
79,TM40,Skull Bash,Normal
80,TM40,Skull Bash,Normal
83,TM40,Skull Bash,Normal
84,TM40,Skull Bash,Normal
85,TM40,Skull Bash,Normal
86,TM40,Skull Bash,Normal
87,TM40,Skull Bash,Normal
94,TM40,Skull Bash,Normal
95,TM40,Skull Bash,Normal
96,TM40,Skull Bash,Normal
97,TM40,Skull Bash,Normal
101,TM40,Skull Bash,Normal
104,TM40,Skull Bash,Normal
105,TM40,Skull Bash,Normal
106,TM40,Skull Bash,Normal
107,TM40,Skull Bash,Normal
108,TM40,Skull Bash,Normal
111,TM40,Skull Bash,Normal
112,TM40,Skull Bash,Normal
113,TM40,Skull Bash,Normal
114,TM40,Skull Bash,Normal
115,TM40,Skull Bash,Normal
116,TM40,Skull Bash,Normal
117,TM40,Skull Bash,Normal
118,TM40,Skull Bash,Normal
119,TM40,Skull Bash,Normal
120,TM40,Skull Bash,Normal
121,TM40,Skull Bash,Normal
122,TM40,Skull Bash,Normal
123,TM40,Skull Bash,Normal
124,TM40,Skull Bash,Normal
125,TM40,Skull Bash,Normal
126,TM40,Skull Bash,Normal
128,TM40,Skull Bash,Normal
130,TM40,Skull Bash,Normal
131,TM40,Skull Bash,Normal
133,TM40,Skull Bash,Normal
134,TM40,Skull Bash,Normal
135,TM40,Skull Bash,Normal
136,TM40,Skull Bash,Normal
137,TM40,Skull Bash,Normal
139,TM40,Skull Bash,Normal
141,TM40,Skull Bash,Normal
143,TM40,Skull Bash,Normal
147,TM40,Skull Bash,Normal
148,TM40,Skull Bash,Normal
149,TM40,Skull Bash,Normal
150,TM40,Skull Bash,Normal
151,TM40,Skull Bash,Normal
113,TM41,Softboiled,Normal
151,TM41,Softboiled,Normal
92,TM42,Dream Eater,Psychic
93,TM42,Dream Eater,Psychic
94,TM42,Dream Eater,Psychic
96,TM42,Dream Eater,Psychic
97,TM42,Dream Eater,Psychic
151,TM42,Dream Eater,Psychic
16,TM43,Sky Attack,Flying
17,TM43,Sky Attack,Flying
18,TM43,Sky Attack,Flying
21,TM43,Sky Attack,Flying
22,TM43,Sky Attack,Flying
84,TM43,Sky Attack,Flying
85,TM43,Sky Attack,Flying
142,TM43,Sky Attack,Flying
144,TM43,Sky Attack,Flying
145,TM43,Sky Attack,Flying
146,TM43,Sky Attack,Flying
151,TM43,Sky Attack,Flying
1,TM44,Rest,Psychic
2,TM44,Rest,Psychic
3,TM44,Rest,Psychic
4,TM44,Rest,Psychic
5,TM44,Rest,Psychic
6,TM44,Rest,Psychic
7,TM44,Rest,Psychic
8,TM44,Rest,Psychic
9,TM44,Rest,Psychic
12,TM44,Rest,Psychic
15,TM44,Rest,Psychic
16,TM44,Rest,Psychic
17,TM44,Rest,Psychic
18,TM44,Rest,Psychic
19,TM44,Rest,Psychic
20,TM44,Rest,Psychic
21,TM44,Rest,Psychic
22,TM44,Rest,Psychic
23,TM44,Rest,Psychic
24,TM44,Rest,Psychic
25,TM44,Rest,Psychic
26,TM44,Rest,Psychic
27,TM44,Rest,Psychic
28,TM44,Rest,Psychic
29,TM44,Rest,Psychic
30,TM44,Rest,Psychic
31,TM44,Rest,Psychic
32,TM44,Rest,Psychic
33,TM44,Rest,Psychic
34,TM44,Rest,Psychic
35,TM44,Rest,Psychic
36,TM44,Rest,Psychic
37,TM44,Rest,Psychic
38,TM44,Rest,Psychic
39,TM44,Rest,Psychic
40,TM44,Rest,Psychic
41,TM44,Rest,Psychic
42,TM44,Rest,Psychic
43,TM44,Rest,Psychic
44,TM44,Rest,Psychic
45,TM44,Rest,Psychic
46,TM44,Rest,Psychic
47,TM44,Rest,Psychic
48,TM44,Rest,Psychic
49,TM44,Rest,Psychic
50,TM44,Rest,Psychic
51,TM44,Rest,Psychic
52,TM44,Rest,Psychic
53,TM44,Rest,Psychic
54,TM44,Rest,Psychic
55,TM44,Rest,Psychic
56,TM44,Rest,Psychic
57,TM44,Rest,Psychic
