Pokemon#,Level/TM/HM,Move_Name,Type,Power,Accuracy,PP,,,,,,,,,,,,,,,,,,,
81,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
81,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
82,1,ThunderShock,Electric,40,1,30,,,,,,,,,,,,,,,,,,,
82,1,SonicBoom,Normal,Null,0.9,20,,,,,,,,,,,,,,,,,,,
82,1,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
82,21,SonicBoom,Normal,Null,0.9,20,,,,,,,,,,,,,,,,,,,
82,25,ThunderShock,Electric,40,1,30,,,,,,,,,,,,,,,,,,,
82,29,Supersonic,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
82,38,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
82,46,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
82,54,Screech,Normal,Null,0.85,40,,,,,,,,,,,,,,,,,,,
82,HM05,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
82,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
82,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
82,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
82,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
82,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
82,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
82,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
82,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
82,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
82,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
82,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
82,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
82,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
82,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
82,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
82,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
83,1,Peck,Flying,35,1,35,,,,,,,,,,,,,,,,,,,
83,1,Sand-Attack,Normal,Null,1,15,,,,,,,,,,,,,,,,,,,
83,7,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
83,15,Fury Attack,Normal,15,0.85,20,,,,,,,,,,,,,,,,,,,
83,23,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
83,31,Agility,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
83,39,Slash,Normal,70,1,20,,,,,,,,,,,,,,,,,,,
83,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
83,HM02,Fly,Flying,70,0.95,15,,,,,,,,,,,,,,,,,,,
83,TM02,Razor Wind,Normal,80,0.75,10,,,,,,,,,,,,,,,,,,,
83,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
83,TM04,Whirlwind,Normal,Null,0.85,20,,,,,,,,,,,,,,,,,,,
83,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
83,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
83,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
83,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
83,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
83,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
83,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
83,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
83,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
83,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
83,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
83,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
83,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
84,1,Peck,Flying,35,1,35,,,,,,,,,,,,,,,,,,,
84,20,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
84,24,Fury Attack,Normal,15,0.85,20,,,,,,,,,,,,,,,,,,,
84,30,Drill Peck,Flying,80,1,20,,,,,,,,,,,,,,,,,,,
84,36,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
84,40,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
84,44,Agility,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
84,HM02,Fly,Flying,70,0.95,15,,,,,,,,,,,,,,,,,,,
84,TM04,Whirlwind,Normal,Null,0.85,20,,,,,,,,,,,,,,,,,,,
84,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
84,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
84,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
84,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
84,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
84,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
84,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
84,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
84,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
84,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
84,TM43,Sky Attack,Flying,140,0.9,5,,,,,,,,,,,,,,,,,,,
84,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
84,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
84,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
85,1,Peck,Flying,35,1,35,,,,,,,,,,,,,,,,,,,
85,1,Fury Attack,Normal,15,0.85,20,,,,,,,,,,,,,,,,,,,
85,1,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
85,20,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
85,24,Fury Attack,Normal,15,0.85,20,,,,,,,,,,,,,,,,,,,
85,30,Drill Peck,Flying,80,1,20,,,,,,,,,,,,,,,,,,,
85,39,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
85,45,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
85,51,Agility,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
85,HM02,Fly,Flying,70,0.95,15,,,,,,,,,,,,,,,,,,,
85,TM04,Whirlwind,Normal,Null,0.85,20,,,,,,,,,,,,,,,,,,,
85,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
85,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
85,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
85,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
85,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
85,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
85,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
85,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
85,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
85,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
85,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
85,TM43,Sky Attack,Flying,140,0.9,5,,,,,,,,,,,,,,,,,,,
85,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
85,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
85,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
86,1,Headbutt,Normal,70,1,15,,,,,,,,,,,,,,,,,,,
86,30,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
86,35,Aurora Beam,Ice,65,1,20,,,,,,,,,,,,,,,,,,,
86,40,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
86,45,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
86,50,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
86,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
86,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
86,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
86,TM07,Horn Drill,Normal,Null,0.3,5,,,,,,,,,,,,,,,,,,,
86,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
86,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
86,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
86,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
86,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
86,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
86,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
86,TM16,Pay Day,Normal,40,1,20,,,,,,,,,,,,,,,,,,,
86,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
86,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
86,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
86,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
86,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
86,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
86,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
87,1,Aurora Beam,Ice,65,1,20,,,,,,,,,,,,,,,,,,,
87,1,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
87,1,Headbutt,Normal,70,1,15,,,,,,,,,,,,,,,,,,,
87,30,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
87,35,Aurora Beam,Ice,65,1,20,,,,,,,,,,,,,,,,,,,
87,44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
87,50,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
87,56,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
87,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
87,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
87,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
87,TM07,Horn Drill,Normal,Null,0.3,5,,,,,,,,,,,,,,,,,,,
87,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
87,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
87,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
87,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
87,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
87,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
87,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
87,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
87,TM16,Pay Day,Normal,40,1,20,,,,,,,,,,,,,,,,,,,
87,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
87,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
87,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
87,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
87,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
87,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
87,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
88,1,Disable,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
88,1,Pound,Normal,40,1,35,,,,,,,,,,,,,,,,,,,
88,30,Poison Gas,Poison,Null,0.55,40,,,,,,,,,,,,,,,,,,,
88,33,Minimize,Normal,Null,Null,20,,,,,,,,,,,,,,,,,,,
88,37,Sludge,Poison,65,1,20,,,,,,,,,,,,,,,,,,,
88,42,Harden,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
88,48,Screech,Normal,Null,0.85,40,,,,,,,,,,,,,,,,,,,
88,55,Acid Armor,Poison,Null,Null,40,,,,,,,,,,,,,,,,,,,
88,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
88,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
88,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
88,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
88,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
88,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
88,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
88,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
88,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
88,TM36,Selfdestruct,Normal,130,1,5,,,,,,,,,,,,,,,,,,,
88,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
88,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
88,TM47,Explosion,Normal,170,1,5,,,,,,,,,,,,,,,,,,,
88,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
89,1,Disable,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
89,1,Pound,Normal,40,1,35,,,,,,,,,,,,,,,,,,,
89,1,Poison Gas,Poison,Null,0.55,40,,,,,,,,,,,,,,,,,,,
89,30,Poison Gas,Poison,Null,0.55,40,,,,,,,,,,,,,,,,,,,
89,33,Minimize,Normal,Null,Null,20,,,,,,,,,,,,,,,,,,,
89,37,Sludge,Poison,65,1,20,,,,,,,,,,,,,,,,,,,
89,45,Harden,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
89,53,Screech,Normal,Null,0.85,40,,,,,,,,,,,,,,,,,,,
89,60,Acid Armor,Poison,Null,Null,40,,,,,,,,,,,,,,,,,,,
89,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
89,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
89,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
89,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
89,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
89,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
89,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
89,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
89,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
89,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
89,TM36,Selfdestruct,Normal,130,1,5,,,,,,,,,,,,,,,,,,,
89,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
89,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
89,TM47,Explosion,Normal,170,1,5,,,,,,,,,,,,,,,,,,,
89,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
90,1,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
90,1,Withdraw,Water,Null,Null,40,,,,,,,,,,,,,,,,,,,
90,18,Supersonic,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
90,23,Clamp,Water,35,0.75,10,,,,,,,,,,,,,,,,,,,
90,30,Aurora Beam,Ice,65,1,20,,,,,,,,,,,,,,,,,,,
90,39,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
90,50,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
90,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
90,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
90,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
90,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
90,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
90,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
90,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
90,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
90,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
90,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
90,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
90,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
90,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
90,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
90,TM36,Selfdestruct,Normal,130,1,5,,,,,,,,,,,,,,,,,,,
90,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
90,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
90,TM47,Explosion,Normal,170,1,5,,,,,,,,,,,,,,,,,,,
90,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
90,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
91,1,Aurora Beam,Ice,65,1,20,,,,,,,,,,,,,,,,,,,
91,1,Supersonic,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
91,1,Clamp,Water,35,0.75,10,,,,,,,,,,,,,,,,,,,
91,1,Withdraw,Water,Null,Null,40,,,,,,,,,,,,,,,,,,,
91,50,Spike Cannon,Normal,20,1,15,,,,,,,,,,,,,,,,,,,
91,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
91,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
91,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
91,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
91,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
91,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
91,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
91,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
91,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
91,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
91,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
91,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
91,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
91,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
91,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
91,TM36,Selfdestruct,Normal,130,1,5,,,,,,,,,,,,,,,,,,,
91,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
91,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
91,TM47,Explosion,Normal,170,1,5,,,,,,,,,,,,,,,,,,,
91,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
91,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
92,1,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
92,1,Lick,Ghost,20,1,30,,,,,,,,,,,,,,,,,,,
92,1,Night Shade,Ghost,Null,1,15,,,,,,,,,,,,,,,,,,,
92,27,Hypnosis,Psychic,Null,0.6,20,,,,,,,,,,,,,,,,,,,
92,35,Dream Eater,Psychic,100,1,15,,,,,,,,,,,,,,,,,,,
92,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
92,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
92,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
92,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
92,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
92,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
92,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
92,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
92,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
92,TM36,Selfdestruct,Normal,130,1,5,,,,,,,,,,,,,,,,,,,
92,TM42,Dream Eater,Psychic,100,1,15,,,,,,,,,,,,,,,,,,,
92,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
92,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
92,TM47,Explosion,Normal,170,1,5,,,,,,,,,,,,,,,,,,,
92,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
93,1,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
93,1,Lick,Ghost,20,1,30,,,,,,,,,,,,,,,,,,,
93,1,Night Shade,Ghost,Null,1,15,,,,,,,,,,,,,,,,,,,
93,29,Hypnosis,Psychic,Null,0.6,20,,,,,,,,,,,,,,,,,,,
93,38,Dream Eater,Psychic,100,1,15,,,,,,,,,,,,,,,,,,,
93,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
93,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
93,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
93,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
93,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
93,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
93,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
93,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
93,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
93,TM36,Selfdestruct,Normal,130,1,5,,,,,,,,,,,,,,,,,,,
93,TM42,Dream Eater,Psychic,100,1,15,,,,,,,,,,,,,,,,,,,
93,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
93,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
93,TM47,Explosion,Normal,170,1,5,,,,,,,,,,,,,,,,,,,
93,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
94,1,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
94,1,Lick,Ghost,20,1,30,,,,,,,,,,,,,,,,,,,
94,1,Night Shade,Ghost,Null,1,15,,,,,,,,,,,,,,,,,,,
94,29,Hypnosis,Psychic,Null,0.6,20,,,,,,,,,,,,,,,,,,,
94,38,Dream Eater,Psychic,100,1,15,,,,,,,,,,,,,,,,,,,
94,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
94,TM01,Mega Punch,Normal,80,0.85,20,,,,,,,,,,,,,,,,,,,
94,TM05,Mega Kick,Normal,120,0.75,5,,,,,,,,,,,,,,,,,,,
94,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
94,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
94,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
94,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
94,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
94,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
94,TM18,Counter,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
94,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
94,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
94,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
94,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
94,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
94,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
94,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
94,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
94,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
94,TM35,Metronome,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
94,TM36,Selfdestruct,Normal,130,1,5,,,,,,,,,,,,,,,,,,,
94,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
94,TM42,Dream Eater,Psychic,100,1,15,,,,,,,,,,,,,,,,,,,
94,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
94,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
94,TM47,Explosion,Normal,170,1,5,,,,,,,,,,,,,,,,,,,
94,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
95,1,Screech,Normal,Null,0.85,40,,,,,,,,,,,,,,,,,,,
95,1,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
95,15,Bind,Normal,15,0.75,20,,,,,,,,,,,,,,,,,,,
95,19,Rock Throw,Rock,50,0.65,15,,,,,,,,,,,,,,,,,,,
95,25,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
95,33,Slam,Normal,80,0.75,20,,,,,,,,,,,,,,,,,,,
95,43,Harden,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
95,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
95,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
95,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
